sku_id,product_name,brand,category,subcategory,unit_price,unit_cost,unit_weight_g,shelf_life_days,is_perishable,supplier_id,barcode,pack_size,reorder_point,safety_stock
SKU_0042,Bold Energy Drinks 500ml,BRAND_008,Beverages,Energy Drinks,11.64,7.3,2551.1,,False,SUPPLIER_011,,1,827,414
SKU_0043,Organic Energy Drinks 500g,BRAND_010,Beverages,Energy Drinks,40.81,17.64,864.8,,False,SUPPLIER_001,,36,274,137
SKU_0044,Bold Water 6-Pack,BRAND_018,Beverages,Water,2.23,0.91,1935.8,,False,SUPPLIER_034,,12,186,93
SKU_0045,Ultra Juices 2L,BRAND_020,Beverages,Juices,6.84,4.26,2818.6,,False,SUPPLIER_005,,36,327,164
SKU_0046,Original Coffee & Tea 1kg,BRAND_014,Beverages,Coffee & Tea,25.5,14.13,1215.6,,False,SUPPLIER_068,,24,689,345
SKU_0047,Lite Water 12-Pack,BRAND_002,Beverages,Water,38.61,18.07,1838.8,,False,SUPPLIER_081,,6,531,266
SKU_0048,Natural Sodas 24ct,BRAND_018,Beverages,Sodas,12.22,7.83,1660.1,,False,SUPPLIER_046,,36,362,181
SKU_0049,Premium Juices 1L,BRAND_011,Beverages,Juices,24.33,16.36,1505.8,,False,SUPPLIER_044,,24,443,222
SKU_0050,Crispy Juices 1L,BRAND_019,Beverages,Juices,49.93,21.39,896.3,,False,SUPPLIER_055,,48,78,39
SKU_0051,Family Size Sodas 1kg,BRAND_010,Beverages,Sodas,41.72,19.03,1347.4,,False,SUPPLIER_079,,24,919,460
SKU_0052,Family Size Juices 500g,BRAND_020,Beverages,Juices,14.1,5.26,212.1,,False,SUPPLIER_002,,24,39,20
SKU_0053,Lite Energy Drinks 250g,BRAND_017,Beverages,Energy Drinks,9.33,6.22,1671.0,,False,SUPPLIER_069,,1,41,21
SKU_0054,Classic Water 24ct,BRAND_002,Beverages,Water,48.51,32.36,2913.6,,False,SUPPLIER_006,,36,66,33
SKU_0055,Premium Sodas 1L,BRAND_020,Beverages,Sodas,37.8,17.0,1038.4,,False,SUPPLIER_027,,12,437,219
SKU_0056,Organic Sodas 500g,BRAND_015,Beverages,Sodas,34.52,12.65,895.5,,False,SUPPLIER_059,,1,75,38
SKU_0057,Family Size Sodas 12-Pack,BRAND_002,Beverages,Sodas,2.03,0.99,640.5,,False,SUPPLIER_044,,6,144,72
SKU_0058,Crispy Juices 1L,BRAND_005,Beverages,Juices,49.63,23.3,530.4,,False,SUPPLIER_067,,36,281,141
SKU_0059,Original Energy Drinks 1kg,BRAND_014,Beverages,Energy Drinks,2.11,0.94,619.2,,False,SUPPLIER_084,,6,157,79
SKU_0060,Lite Sodas 150g,BRAND_002,Beverages,Sodas,26.82,12.34,2333.1,,False,SUPPLIER_041,,24,622,311
SKU_0061,Lite Juices 500ml,BRAND_004,Beverages,Juices,28.4,17.11,223.6,,False,SUPPLIER_002,,1,477,239
SKU_0062,Pure Water 1L,BRAND_020,Beverages,Water,47.51,29.08,2635.0,,False,SUPPLIER_080,,1,56,28
SKU_0063,Natural Energy Drinks 500ml,BRAND_003,Beverages,Energy Drinks,49.33,25.18,323.7,,False,SUPPLIER_060,,36,92,46
SKU_0064,Crispy Energy Drinks 150g,BRAND_006,Beverages,Energy Drinks,14.96,10.33,2139.1,,False,SUPPLIER_052,,6,201,101
SKU_0065,Extra Fresh Water 6-Pack,BRAND_015,Beverages,Water,12.91,6.17,492.3,,False,SUPPLIER_049,,6,515,258
SKU_0066,Deluxe Sodas 6-Pack,BRAND_014,Beverages,Sodas,39.71,24.37,2683.0,,False,SUPPLIER_045,,24,218,109
SKU_0067,Extra Fresh Sodas 12-Pack,BRAND_008,Beverages,Sodas,43.26,26.09,1583.3,,False,SUPPLIER_067,,12,36,18
SKU_0068,Family Size Butter 12-Pack,BRAND_008,Dairy & Eggs,Butter,25.17,9.11,2064.9,598,True,SUPPLIER_081,,36,246,123
SKU_0069,Classic Yogurt 1L,BRAND_020,Dairy & Eggs,Yogurt,17.31,7.57,1606.3,648,True,SUPPLIER_053,,12,195,98
SKU_0070,Light Eggs 150g,BRAND_003,Dairy & Eggs,Eggs,28.09,17.22,2489.0,272,True,SUPPLIER_069,,24,426,213
SKU_0071,Deluxe Eggs 500ml,BRAND_010,Dairy & Eggs,Eggs,20.84,12.16,1397.4,515,True,SUPPLIER_040,,36,12,6
SKU_0072,Smooth Cheese 150g,BRAND_015,Dairy & Eggs,Cheese,24.96,10.46,2589.6,200,True,SUPPLIER_070,,24,756,378
SKU_0073,Deluxe Eggs 500g,BRAND_016,Dairy & Eggs,Eggs,14.9,9.81,2201.8,630,True,SUPPLIER_068,,48,546,273
SKU_0074,Light Cheese 2L,BRAND_018,Dairy & Eggs,Cheese,5.73,2.46,2530.1,504,True,SUPPLIER_016,,12,111,56
SKU_0075,Natural Yogurt 500g,BRAND_005,Dairy & Eggs,Yogurt,23.85,13.21,1527.9,292,True,SUPPLIER_041,,1,590,295
SKU_0076,Pure Eggs 6-Pack,BRAND_006,Dairy & Eggs,Eggs,19.69,12.49,2143.2,390,True,SUPPLIER_040,,1,226,113
SKU_0077,Ultra Yogurt 150g,BRAND_013,Dairy & Eggs,Yogurt,29.98,11.74,772.1,468,True,SUPPLIER_077,,6,156,78
SKU_0078,Original Yogurt 12-Pack,BRAND_008,Dairy & Eggs,Yogurt,22.0,14.81,899.0,436,True,SUPPLIER_058,,36,78,39
SKU_0079,Bold Cheese 1L,BRAND_014,Dairy & Eggs,Cheese,23.4,14.96,2067.3,259,True,SUPPLIER_045,,24,191,96
SKU_0080,Deluxe Cheese 24ct,BRAND_018,Dairy & Eggs,Cheese,3.67,2.27,1160.6,172,True,SUPPLIER_033,,24,351,176
SKU_0081,Deluxe Cheese 12-Pack,BRAND_014,Dairy & Eggs,Cheese,47.9,31.44,503.1,71,True,SUPPLIER_068,,36,153,77
SKU_0082,Light Milk 12-Pack,BRAND_003,Dairy & Eggs,Milk,29.69,11.54,284.5,554,True,SUPPLIER_042,,36,268,134
SKU_0083,Organic Cheese 500ml,BRAND_001,Dairy & Eggs,Cheese,35.44,20.07,64.7,222,True,SUPPLIER_021,,6,251,126
SKU_0084,Ultra Milk 150g,BRAND_020,Dairy & Eggs,Milk,13.72,5.87,386.0,445,True,SUPPLIER_057,,6,576,288
SKU_0085,Extra Fresh Yogurt 12-Pack,BRAND_012,Dairy & Eggs,Yogurt,9.73,6.6,940.3,472,True,SUPPLIER_022,,36,459,230
SKU_0086,Crispy Yogurt 2L,BRAND_011,Dairy & Eggs,Yogurt,3.3,2.05,1160.8,615,True,SUPPLIER_026,,1,189,95
SKU_0087,Extra Fresh Milk 150g,BRAND_004,Dairy & Eggs,Milk,30.12,14.27,415.2,290,True,SUPPLIER_073,,6,39,20
SKU_0088,Classic Milk 2L,BRAND_012,Dairy & Eggs,Milk,46.87,20.63,1500.0,603,True,SUPPLIER_080,,6,11,6
SKU_0089,Original Eggs 500g,BRAND_009,Dairy & Eggs,Eggs,18.07,8.36,2699.8,690,True,SUPPLIER_012,,24,291,146
SKU_0090,Deluxe Yogurt 1L,BRAND_002,Dairy & Eggs,Yogurt,24.69,8.96,2421.8,199,True,SUPPLIER_009,,1,184,92
SKU_0091,Pure Butter 1L,BRAND_014,Dairy & Eggs,Butter,14.13,5.41,612.6,27,True,SUPPLIER_055,,48,272,136
SKU_0092,Classic Yogurt 500ml,BRAND_018,Dairy & Eggs,Yogurt,37.93,19.87,1463.7,99,True,SUPPLIER_038,,1,314,157
SKU_0093,Pure Cheese 1kg,BRAND_012,Dairy & Eggs,Cheese,22.32,14.79,157.1,101,True,SUPPLIER_073,,48,96,48
SKU_0094,Extra Fresh Yogurt 500g,BRAND_008,Dairy & Eggs,Yogurt,9.79,3.57,1124.9,77,True,SUPPLIER_060,,48,236,118
SKU_0095,Smooth Cheese 500ml,BRAND_015,Dairy & Eggs,Cheese,22.23,11.26,1679.4,343,True,SUPPLIER_069,,12,247,124
SKU_0096,Deluxe Eggs 2L,BRAND_017,Dairy & Eggs,Eggs,37.6,22.06,2251.1,511,True,SUPPLIER_018,,36,296,148
SKU_0097,Extra Fresh Butter 1kg,BRAND_011,Dairy & Eggs,Butter,42.77,21.17,1733.0,282,True,SUPPLIER_003,,1,455,228
SKU_0098,Lite Milk 250g,BRAND_012,Dairy & Eggs,Milk,41.95,21.79,193.7,714,True,SUPPLIER_054,,1,95,48
SKU_0099,Lite Butter 1L,BRAND_013,Dairy & Eggs,Butter,46.32,26.31,1567.2,382,True,SUPPLIER_076,,36,448,224
SKU_0100,Lite Eggs 24ct,BRAND_001,Dairy & Eggs,Eggs,19.82,10.3,2349.1,285,True,SUPPLIER_020,,6,276,138
SKU_0101,Ultra Eggs 250g,BRAND_012,Dairy & Eggs,Eggs,5.76,3.96,1816.6,140,True,SUPPLIER_036,,36,61,31
SKU_0102,Natural Eggs 6-Pack,BRAND_007,Dairy & Eggs,Eggs,3.33,1.41,2729.6,642,True,SUPPLIER_076,,12,181,91
SKU_0103,Crispy Butter 500g,BRAND_017,Dairy & Eggs,Butter,17.61,11.04,2641.0,274,True,SUPPLIER_075,,6,174,87
SKU_0104,Extra Fresh Yogurt 1kg,BRAND_003,Dairy & Eggs,Yogurt,30.94,14.96,164.8,695,True,SUPPLIER_052,,6,66,33
SKU_0105,Premium Eggs 500g,BRAND_011,Dairy & Eggs,Eggs,28.91,17.04,229.4,61,True,SUPPLIER_070,,1,230,115
SKU_0106,Premium Milk 250g,BRAND_019,Dairy & Eggs,Milk,12.87,8.45,963.2,524,True,SUPPLIER_018,,24,59,30
SKU_0107,Original Eggs 250g,BRAND_013,Dairy & Eggs,Eggs,49.4,22.94,310.8,231,True,SUPPLIER_071,,6,68,34
SKU_0108,Smooth Butter 1L,BRAND_012,Dairy & Eggs,Butter,24.81,14.8,280.9,579,True,SUPPLIER_065,,36,117,59
SKU_0109,Lite Milk 1kg,BRAND_019,Dairy & Eggs,Milk,35.05,14.99,1008.1,9,True,SUPPLIER_011,,1,101,51
SKU_0110,Premium Yogurt 500g,BRAND_002,Dairy & Eggs,Yogurt,34.44,22.19,2317.1,306,True,SUPPLIER_047,,24,41,21
SKU_0111,Light Yogurt 12-Pack,BRAND_006,Dairy & Eggs,Yogurt,35.41,15.32,885.8,387,True,SUPPLIER_072,,12,114,57
SKU_0112,Ultra Eggs 1L,BRAND_008,Dairy & Eggs,Eggs,0.59,0.4,108.9,596,True,SUPPLIER_040,,12,632,316
SKU_0113,Original Yogurt 2L,BRAND_010,Dairy & Eggs,Yogurt,33.32,17.68,1593.3,106,True,SUPPLIER_079,,48,206,103
SKU_0114,Premium Yogurt 1kg,BRAND_018,Dairy & Eggs,Yogurt,33.58,21.31,2649.6,386,True,SUPPLIER_003,,24,418,209
SKU_0115,Pure Cheese 12-Pack,BRAND_019,Dairy & Eggs,Cheese,11.27,7.36,1070.7,315,True,SUPPLIER_079,,6,129,65
SKU_0116,Organic Milk 6-Pack,BRAND_019,Dairy & Eggs,Milk,14.05,6.61,316.6,310,True,SUPPLIER_006,,12,81,41
SKU_0117,Classic Eggs 6-Pack,BRAND_018,Dairy & Eggs,Eggs,24.92,14.41,307.7,104,True,SUPPLIER_038,,24,153,77
SKU_0118,Deluxe Eggs 1L,BRAND_006,Dairy & Eggs,Eggs,4.48,2.08,751.3,179,True,SUPPLIER_062,,1,57,29
SKU_0119,Organic Eggs 150g,BRAND_019,Dairy & Eggs,Eggs,16.0,10.34,1167.6,288,True,SUPPLIER_070,,1,334,167
SKU_0120,Premium Cheese 12-Pack,BRAND_020,Dairy & Eggs,Cheese,47.5,27.75,1664.1,359,True,SUPPLIER_016,,12,676,338
SKU_0121,Deluxe Yogurt 500g,BRAND_007,Dairy & Eggs,Yogurt,39.55,17.74,2100.9,89,True,SUPPLIER_078,,36,84,42
SKU_0122,Classic Yogurt 250g,BRAND_009,Dairy & Eggs,Yogurt,22.8,10.93,858.9,216,True,SUPPLIER_075,,36,177,89
SKU_0123,Bold Yogurt 1L,BRAND_016,Dairy & Eggs,Yogurt,11.34,5.25,1793.7,138,True,SUPPLIER_053,,1,600,300
SKU_0124,Lite Butter 250g,BRAND_012,Dairy & Eggs,Butter,6.8,4.04,1478.7,530,True,SUPPLIER_079,,12,113,57
SKU_0125,Lite Eggs 500g,BRAND_005,Dairy & Eggs,Eggs,26.19,10.24,2659.6,491,True,SUPPLIER_007,,6,31,16
SKU_0126,Bold Eggs 1L,BRAND_001,Dairy & Eggs,Eggs,32.93,20.55,2493.0,393,True,SUPPLIER_041,,1,363,182
SKU_0127,Farm Milk 1kg,BRAND_002,Dairy & Eggs,Milk,30.96,12.24,2695.0,681,True,SUPPLIER_050,,1,219,110
SKU_0128,Classic Butter 2L,BRAND_013,Dairy & Eggs,Butter,39.99,17.62,2468.2,207,True,SUPPLIER_070,,1,561,281
SKU_0129,Family Size Granola Bars 24ct,BRAND_003,Snacks,Granola Bars,3.4,2.07,2528.2,,False,SUPPLIER_055,,24,127,64
SKU_0130,Pure Popcorn 2L,BRAND_003,Snacks,Popcorn,44.67,26.45,2859.0,,False,SUPPLIER_054,,1,163,82
SKU_0131,Value Pack Crackers 12-Pack,BRAND_014,Snacks,Crackers,7.75,3.88,887.8,,False,SUPPLIER_008,,24,75,38
SKU_0132,Light Chips 2L,BRAND_012,Snacks,Chips,9.42,5.79,513.2,,False,SUPPLIER_067,,12,600,300
SKU_0133,Ultra Nuts 500g,BRAND_007,Snacks,Nuts,29.8,14.39,600.9,,False,SUPPLIER_025,,6,44,22
SKU_0134,Bold Granola Bars 1kg,BRAND_008,Snacks,Granola Bars,15.16,6.91,170.6,,False,SUPPLIER_058,,6,282,141
SKU_0135,Bold Chips 2L,BRAND_013,Snacks,Chips,32.83,19.08,1607.5,,False,SUPPLIER_058,,48,64,32
SKU_0136,Light Popcorn 24ct,BRAND_001,Snacks,Popcorn,37.93,17.54,1787.5,,False,SUPPLIER_083,,6,444,222
SKU_0137,Premium Popcorn 2L,BRAND_018,Snacks,Popcorn,38.77,25.11,2213.4,,False,SUPPLIER_083,,12,399,200
SKU_0138,Pure Crackers 12-Pack,BRAND_012,Snacks,Crackers,42.92,18.29,363.8,,False,SUPPLIER_037,,6,802,401
SKU_0139,Extra Fresh Granola Bars 1L,BRAND_007,Snacks,Granola Bars,25.57,10.28,1368.0,,False,SUPPLIER_083,,24,160,80
SKU_0140,Original Popcorn 6-Pack,BRAND_009,Snacks,Popcorn,20.03,9.12,456.8,,False,SUPPLIER_064,,12,113,57
SKU_0141,Natural Nuts 6-Pack,BRAND_010,Snacks,Nuts,1.64,0.73,1540.9,,False,SUPPLIER_080,,24,258,129
SKU_0142,Bold Popcorn 250g,BRAND_020,Snacks,Popcorn,5.89,3.49,1211.8,,False,SUPPLIER_085,,48,248,124
SKU_0143,Light Chips 500ml,BRAND_015,Snacks,Chips,16.53,10.5,2259.0,,False,SUPPLIER_009,,48,594,297
SKU_0144,Family Size Granola Bars 6-Pack,BRAND_020,Snacks,Granola Bars,35.96,16.19,2285.3,,False,SUPPLIER_023,,12,485,243
SKU_0145,Bold Crackers 1kg,BRAND_007,Snacks,Crackers,29.95,20.8,1617.9,,False,SUPPLIER_041,,1,469,235
SKU_0146,Ultra Crackers 1kg,BRAND_005,Snacks,Crackers,22.02,10.19,1796.4,,False,SUPPLIER_073,,24,3,2
SKU_0147,Lite Nuts 500ml,BRAND_007,Snacks,Nuts,12.41,5.0,982.9,,False,SUPPLIER_013,,36,112,56
SKU_0148,Deluxe Nuts 12-Pack,BRAND_009,Snacks,Nuts,40.92,18.26,1670.3,,False,SUPPLIER_044,,1,332,166
SKU_0149,Ultra Granola Bars 150g,BRAND_019,Snacks,Granola Bars,14.16,7.45,918.3,,False,SUPPLIER_081,,12,166,83
SKU_0150,Value Pack Nuts 6-Pack,BRAND_004,Snacks,Nuts,8.99,5.07,2272.4,,False,SUPPLIER_003,,48,141,71
SKU_0151,Natural Chips 500g,BRAND_020,Snacks,Chips,27.84,10.15,1346.5,,False,SUPPLIER_044,,24,209,105
SKU_0152,Classic Nuts 500g,BRAND_019,Snacks,Nuts,11.75,7.58,1883.4,,False,SUPPLIER_064,,1,192,96
SKU_0153,Pure Chips 250g,BRAND_004,Snacks,Chips,23.95,10.2,235.2,,False,SUPPLIER_045,,1,13,7
SKU_0154,Pure Popcorn 1kg,BRAND_009,Snacks,Popcorn,18.63,11.39,416.2,,False,SUPPLIER_072,,36,245,123
SKU_0155,Value Pack Chips 500ml,BRAND_013,Snacks,Chips,33.06,16.02,59.5,,False,SUPPLIER_011,,24,65,33
SKU_0156,Organic Popcorn 250g,BRAND_012,Snacks,Popcorn,44.07,30.45,1357.0,,False,SUPPLIER_018,,36,265,133
SKU_0157,Classic Granola Bars 1kg,BRAND_013,Snacks,Granola Bars,4.1,1.54,1381.0,,False,SUPPLIER_065,,48,247,124
SKU_0158,Premium Nuts 6-Pack,BRAND_018,Snacks,Nuts,24.22,9.0,811.5,,False,SUPPLIER_050,,36,585,293
SKU_0159,Deluxe Granola Bars 500ml,BRAND_016,Snacks,Granola Bars,9.29,5.63,2874.9,,False,SUPPLIER_016,,36,304,152
SKU_0160,Classic Chips 1kg,BRAND_020,Snacks,Chips,49.93,22.62,592.6,,False,SUPPLIER_085,,24,131,66
SKU_0161,Light Chips 12-Pack,BRAND_010,Snacks,Chips,4.77,2.73,2598.3,,False,SUPPLIER_046,,6,13,7
SKU_0162,Original Crackers 1L,BRAND_011,Snacks,Crackers,18.2,11.31,2100.4,,False,SUPPLIER_021,,1,536,268
SKU_0163,Pure Chips 2L,BRAND_008,Snacks,Chips,13.14,7.92,688.4,,False,SUPPLIER_069,,36,203,102
SKU_0164,Family Size Nuts 250g,BRAND_005,Snacks,Nuts,34.41,13.38,363.3,,False,SUPPLIER_028,,1,71,36
SKU_0165,Bold Popcorn 24ct,BRAND_010,Snacks,Popcorn,20.89,12.77,972.2,,False,SUPPLIER_072,,1,175,88
SKU_0166,Farm Chips 24ct,BRAND_007,Snacks,Chips,17.48,11.27,1580.5,,False,SUPPLIER_032,,36,296,148
SKU_0167,Extra Fresh Granola Bars 2L,BRAND_006,Snacks,Granola Bars,33.67,13.54,2791.8,,False,SUPPLIER_023,,6,53,27
SKU_0168,Organic Chips 24ct,BRAND_006,Snacks,Chips,25.3,16.49,1011.7,,False,SUPPLIER_051,,1,147,74
SKU_0169,Original Popcorn 500ml,BRAND_011,Snacks,Popcorn,31.53,13.54,1349.3,,False,SUPPLIER_084,,24,497,249
SKU_0170,Light Chips 250g,BRAND_008,Snacks,Chips,39.3,18.92,1887.0,,False,SUPPLIER_071,,36,144,72
SKU_0171,Original Crackers 500ml,BRAND_001,Snacks,Crackers,45.63,28.74,443.1,,False,SUPPLIER_045,,6,319,160
SKU_0172,Pure Crackers 6-Pack,BRAND_006,Snacks,Crackers,30.94,20.24,1117.0,,False,SUPPLIER_054,,36,288,144
SKU_0173,Organic Granola Bars 12-Pack,BRAND_001,Snacks,Granola Bars,21.31,7.57,256.0,,False,SUPPLIER_009,,24,164,82
SKU_0174,Organic Chips 2L,BRAND_004,Snacks,Chips,42.77,15.77,2479.8,,False,SUPPLIER_082,,48,13,7
SKU_0175,Lite Chips 250g,BRAND_012,Snacks,Chips,36.11,20.73,2373.9,,False,SUPPLIER_044,,12,592,296
SKU_0176,Crispy Crackers 1kg,BRAND_001,Snacks,Crackers,4.74,2.67,471.5,,False,SUPPLIER_002,,36,133,67
SKU_0177,Light Granola Bars 24ct,BRAND_009,Snacks,Granola Bars,17.89,10.93,2413.9,,False,SUPPLIER_084,,24,232,116
SKU_0178,Premium Crackers 1kg,BRAND_017,Snacks,Crackers,25.92,9.75,2053.1,,False,SUPPLIER_052,,36,375,188
SKU_0179,Crispy Nuts 250g,BRAND_017,Snacks,Nuts,18.62,7.55,2075.8,,False,SUPPLIER_045,,6,142,71
SKU_0180,Farm Popcorn 24ct,BRAND_016,Snacks,Popcorn,1.66,0.73,177.9,,False,SUPPLIER_057,,48,470,235
SKU_0181,Ultra Nuts 250g,BRAND_006,Snacks,Nuts,14.96,5.94,2885.5,,False,SUPPLIER_047,,24,71,36
SKU_0182,Natural Nuts 12-Pack,BRAND_004,Snacks,Nuts,37.46,17.08,1706.4,,False,SUPPLIER_063,,1,155,78
SKU_0183,Original Chips 500g,BRAND_018,Snacks,Chips,12.36,6.03,1984.0,,False,SUPPLIER_054,,24,563,282
SKU_0184,Crispy Popcorn 1kg,BRAND_018,Snacks,Popcorn,8.42,4.91,1527.6,,False,SUPPLIER_053,,12,438,219
SKU_0185,Premium Popcorn 1L,BRAND_015,Snacks,Popcorn,48.18,32.17,1737.3,,False,SUPPLIER_080,,36,226,113
SKU_0186,Premium Nuts 250g,BRAND_007,Snacks,Nuts,32.93,21.37,2359.4,,False,SUPPLIER_083,,12,629,315
SKU_0187,Organic Crackers 500g,BRAND_015,Snacks,Crackers,49.7,32.64,2741.4,,False,SUPPLIER_071,,1,75,38
SKU_0188,Ultra Popcorn 24ct,BRAND_006,Snacks,Popcorn,8.14,3.99,1030.6,,False,SUPPLIER_068,,12,423,212
SKU_0189,Smooth Chips 250g,BRAND_007,Snacks,Chips,31.47,14.95,252.6,,False,SUPPLIER_015,,24,188,94
SKU_0190,Extra Fresh Granola Bars 150g,BRAND_018,Snacks,Granola Bars,3.77,1.47,1868.0,,False,SUPPLIER_062,,36,571,286
SKU_0191,Light Nuts 6-Pack,BRAND_016,Snacks,Nuts,43.22,15.13,215.0,,False,SUPPLIER_016,,1,256,128
SKU_0192,Ultra Crackers 6-Pack,BRAND_005,Snacks,Crackers,38.77,18.0,2759.4,,False,SUPPLIER_025,,24,571,286
SKU_0193,Classic Crackers 1kg,BRAND_013,Snacks,Crackers,34.61,18.92,1056.3,,False,SUPPLIER_073,,48,496,248
